🏎  Subscribers — Cleaned & Transformed,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
SUB0340,2023-11-06 00:00:00,2023-11,Podium,19.99,USA,24,18-24,Paid Ad,No,,Not Churned,13.8,13,275.86,8,Passive,No
SUB0341,2023-02-16 00:00:00,2023-02,Paddock Club,39.99,Europe,27,25-34,Referral,No,,Not Churned,22.5,21,899.78,6,Detractor,No
SUB0342,2024-05-19 00:00:00,2024-05,Paddock Club,39.99,Latin America,44,35-44,Referral,No,,Not Churned,7.4,6,295.93,7,Passive,No
SUB0343,2024-07-04 00:00:00,2024-07,Paddock Club,39.99,USA,44,35-44,Referral,No,,Not Churned,5.9,5,235.94,6,Detractor,No
SUB0344,2024-11-17 00:00:00,2024-11,Pit Lane,9.99,USA,26,25-34,Referral,No,,Not Churned,1.4,0,13.99,10,Promoter,No
SUB0345,2024-07-07 00:00:00,2024-07,Podium,19.99,UAE,45,45-54,Organic,No,,Not Churned,5.8,4,115.94,10,Promoter,No
SUB0346,2023-06-08 00:00:00,2023-06,Podium,19.99,USA,37,35-44,Social Media,No,,Not Churned,18.8,18,375.81,6,Detractor,No
SUB0347,2024-05-16 00:00:00,2024-05,Pit Lane,9.99,UAE,39,35-44,Paid Ad,No,,Not Churned,7.5,6,74.92,5,Detractor,No
SUB0348,2023-10-14 00:00:00,2023-10,Podium,19.99,Asia,21,18-24,Organic,Yes,2024-05-20 00:00:00,Lack of Content,7.2,6,143.93,6,Detractor,No
SUB0349,2024-03-30 00:00:00,2024-03,Pit Lane,9.99,Europe,34,25-34,Paid Ad,No,,Not Churned,9.1,8,90.91,4,Detractor,No
SUB0350,2024-01-07 00:00:00,2024-01,Podium,19.99,Latin America,22,18-24,Social Media,Yes,2024-08-12 00:00:00,Technical Issues,7.2,6,143.93,10,Promoter,No
SUB0351,2024-10-22 00:00:00,2024-10,Podium,19.99,Asia,40,35-44,Paid Ad,No,,Not Churned,2.3,1,45.98,6,Detractor,No
SUB0352,2023-07-14 00:00:00,2023-07,Pit Lane,9.99,USA,27,25-34,Organic,No,,Not Churned,17.6,16,175.82,4,Detractor,No
SUB0353,2024-04-10 00:00:00,2024-04,Pit Lane,9.99,UAE,26,25-34,Paid Ad,Yes,2024-07-03 00:00:00,Technical Issues,2.8,1,27.97,7,Passive,No
SUB0354,2023-01-22 00:00:00,2023-01,Podium,19.99,Europe,27,25-34,Social Media,Yes,2024-01-28 00:00:00,Lack of Content,12.2,11,243.88,4,Detractor,No
SUB0355,2023-05-09 00:00:00,2023-05,Paddock Club,39.99,Asia,29,25-34,Paid Ad,No,,Not Churned,19.8,19,791.8,10,Promoter,No
SUB0356,2024-07-21 00:00:00,2024-07,Pit Lane,9.99,Europe,30,25-34,Paid Ad,Yes,2024-10-14 00:00:00,Lack of Content,2.8,1,27.97,9,Promoter,No
SUB0357,2023-12-03 00:00:00,2023-12,Pit Lane,9.99,Asia,33,25-34,Social Media,No,,Not Churned,12.9,12,128.87,4,Detractor,No
SUB0358,2024-09-02 00:00:00,2024-09,Pit Lane,9.99,Asia,30,25-34,Organic,Yes,2024-10-20 00:00:00,Lack of Content,1.6,0,15.98,6,Detractor,No
SUB0359,2024-07-07 00:00:00,2024-07,Pit Lane,9.99,Europe,24,18-24,Social Media,Yes,2024-09-19 00:00:00,Too Expensive,2.4,1,23.98,4,Detractor,No
SUB0360,2024-11-07 00:00:00,2024-11,Podium,19.99,USA,30,25-34,Social Media,No,,Not Churned,1.8,0,35.98,5,Detractor,No
SUB0361,2024-01-02 00:00:00,2024-01,Pit Lane,9.99,UAE,31,25-34,Social Media,No,,Not Churned,12,11,119.88,4,Detractor,No
SUB0362,2023-11-28 00:00:00,2023-11,Pit Lane,9.99,Europe,31,25-34,Social Media,Yes,2024-05-11 00:00:00,Too Expensive,5.4,4,53.95,7,Passive,No
SUB0363,2023-05-10 00:00:00,2023-05,Paddock Club,39.99,UAE,38,35-44,Referral,No,,Not Churned,19.7,19,787.8,6,Detractor,No
SUB0364,2023-03-07 00:00:00,2023-03,Paddock Club,39.99,Europe,33,25-34,Organic,No,,Not Churned,21.8,21,871.78,5,Detractor,No
SUB0365,2024-06-09 00:00:00,2024-06,Pit Lane,9.99,Latin America,24,18-24,Organic,No,,Not Churned,6.7,5,66.93,5,Detractor,No
SUB0366,2023-08-15 00:00:00,2023-08,Pit Lane,9.99,Europe,32,25-34,Paid Ad,No,,Not Churned,16.6,15,165.83,8,Passive,Yes
SUB0367,2024-11-05 00:00:00,2024-11,Podium,19.99,UAE,28,25-34,Social Media,No,,Not Churned,1.8,0,35.98,7,Passive,No
SUB0368,2023-02-01 00:00:00,2023-02,Podium,19.99,USA,22,18-24,Paid Ad,Yes,2024-07-05 00:00:00,No Time,17.1,16,341.83,1,Detractor,No
SUB0369,2024-03-12 00:00:00,2024-03,Pit Lane,9.99,Middle East,27,25-34,Social Media,No,,Not Churned,9.7,8,96.9,10,Promoter,No
SUB0370,2024-03-30 00:00:00,2024-03,Pit Lane,9.99,USA,31,25-34,Organic,Yes,2024-05-19 00:00:00,Found Alternative,1.6,0,15.98,5,Detractor,No
SUB0371,2024-09-14 00:00:00,2024-09,Podium,19.99,USA,25,25-34,Paid Ad,Yes,2024-10-30 00:00:00,Found Alternative,1.5,0,29.98,8,Passive,No
SUB0372,2024-10-01 00:00:00,2024-10,Pit Lane,9.99,Europe,31,25-34,Referral,No,,Not Churned,3,2,29.97,9,Promoter,No
SUB0373,2023-11-29 00:00:00,2023-11,Pit Lane,9.99,Asia,28,25-34,Social Media,Yes,2024-10-29 00:00:00,Technical Issues,11,10,109.89,7,Passive,No
SUB0374,2023-10-29 00:00:00,2023-10,Pit Lane,9.99,Latin America,38,35-44,Social Media,No,,Not Churned,14.1,13,140.86,6,Detractor,No
SUB0375,2023-04-12 00:00:00,2023-04,Podium,19.99,USA,39,35-44,Paid Ad,No,,Not Churned,20.7,19,413.79,8,Passive,No
SUB0376,2024-11-01 00:00:00,2024-11,Pit Lane,9.99,Asia,31,25-34,Social Media,No,,Not Churned,2,1,19.98,3,Detractor,No
SUB0377,2023-08-09 00:00:00,2023-08,Pit Lane,9.99,Asia,40,35-44,Organic,No,,Not Churned,16.8,16,167.83,7,Passive,No
SUB0378,2024-02-28 00:00:00,2024-02,Pit Lane,9.99,Middle East,34,25-34,Organic,Yes,2024-11-16 00:00:00,No Time,8.6,7,85.91,4,Detractor,No
SUB0379,2024-03-01 00:00:00,2024-03,Podium,19.99,Europe,28,25-34,Social Media,No,,Not Churned,10,9,199.9,8,Passive,No
SUB0380,2023-11-17 00:00:00,2023-11,Paddock Club,39.99,Europe,23,18-24,Paid Ad,No,,Not Churned,13.5,12,539.86,8,Passive,No
SUB0381,2023-06-06 00:00:00,2023-06,Pit Lane,9.99,USA,32,25-34,Paid Ad,No,,Not Churned,18.9,18,188.81,6,Detractor,No
SUB0382,2023-04-04 00:00:00,2023-04,Podium,19.99,Latin America,22,18-24,Referral,No,,Not Churned,20.9,20,417.79,7,Passive,Yes
SUB0383,2023-04-09 00:00:00,2023-04,Paddock Club,39.99,Europe,31,25-34,Paid Ad,No,,Not Churned,20.8,20,831.79,7,Passive,No
SUB0384,2023-05-14 00:00:00,2023-05,Podium,19.99,USA,32,25-34,Social Media,No,,Not Churned,19.6,18,391.8,6,Detractor,No
SUB0385,2024-07-29 00:00:00,2024-07,Pit Lane,9.99,Asia,45,45-54,Social Media,No,,Not Churned,5.1,4,50.95,7,Passive,No
SUB0386,2024-02-25 00:00:00,2024-02,Pit Lane,9.99,USA,18,18-24,Social Media,Yes,2024-10-28 00:00:00,Too Expensive,8.1,7,80.92,5,Detractor,No
SUB0387,2023-10-22 00:00:00,2023-10,Pit Lane,9.99,Asia,35,35-44,Referral,No,,Not Churned,14.3,13,142.86,4,Detractor,No
SUB0388,2024-08-14 00:00:00,2024-08,Podium,19.99,UAE,27,25-34,Paid Ad,No,,Not Churned,4.6,3,91.95,5,Detractor,No
SUB0389,2024-05-08 00:00:00,2024-05,Pit Lane,9.99,Asia,18,18-24,Organic,Yes,2024-07-04 00:00:00,Found Alternative,1.9,0,18.98,8,Passive,No
SUB0390,2024-07-23 00:00:00,2024-07,Podium,19.99,USA,23,18-24,Social Media,No,,Not Churned,5.3,4,105.95,7,Passive,No
SUB0391,2024-08-10 00:00:00,2024-08,Podium,19.99,Europe,27,25-34,Organic,Yes,2024-11-02 00:00:00,Technical Issues,2.8,1,55.97,8,Passive,No
SUB0392,2024-09-28 00:00:00,2024-09,Podium,19.99,Europe,32,25-34,Organic,No,,Not Churned,3.1,2,61.97,10,Promoter,No
SUB0393,2023-01-27 00:00:00,2023-01,Pit Lane,9.99,Europe,39,35-44,Paid Ad,No,,Not Churned,23.1,22,230.77,4,Detractor,No
SUB0394,2023-10-01 00:00:00,2023-10,Paddock Club,39.99,Asia,36,35-44,Social Media,Yes,2024-03-18 00:00:00,Found Alternative,5.6,4,223.94,9,Promoter,No
SUB0395,2023-12-14 00:00:00,2023-12,Pit Lane,9.99,Middle East,23,18-24,Organic,No,,Not Churned,12.6,11,125.87,6,Detractor,No
SUB0396,2023-05-27 00:00:00,2023-05,Pit Lane,9.99,USA,18,18-24,Social Media,No,,Not Churned,19.2,18,191.81,8,Passive,No
SUB0397,2023-05-26 00:00:00,2023-05,Paddock Club,39.99,UAE,29,25-34,Referral,No,,Not Churned,19.2,18,767.81,8,Passive,No
SUB0398,2023-04-04 00:00:00,2023-04,Paddock Club,39.99,Europe,36,35-44,Social Media,No,,Not Churned,20.9,20,835.79,9,Promoter,No
SUB0399,2024-03-05 00:00:00,2024-03,Pit Lane,9.99,Latin America,38,35-44,Organic,No,,Not Churned,9.9,9,98.9,5,Detractor,Yes
SUB0400,2023-11-16 00:00:00,2023-11,Pit Lane,9.99,Asia,33,25-34,Paid Ad,No,,Not Churned,13.5,12,134.86,9,Promoter,No
SUB0401,2024-08-04 00:00:00,2024-08,Pit Lane,9.99,Europe,18,18-24,Paid Ad,No,,Not Churned,4.9,3,48.95,5,Detractor,No
SUB0402,2023-06-09 00:00:00,2023-06,Podium,19.99,Europe,38,35-44,Paid Ad,Yes,2023-08-28 00:00:00,Too Expensive,2.6,1,51.97,10,Promoter,No
SUB0403,2023-10-06 00:00:00,2023-10,Paddock Club,39.99,Europe,36,35-44,Paid Ad,No,,Not Churned,14.8,14,591.85,6,Detractor,No
SUB0404,2024-09-13 00:00:00,2024-09,Pit Lane,9.99,USA,31,25-34,Social Media,No,,Not Churned,3.6,2,35.96,8,Passive,No
SUB0405,2024-06-08 00:00:00,2024-06,Pit Lane,9.99,Asia,33,25-34,Organic,Yes,2024-10-26 00:00:00,Too Expensive,4.6,3,45.95,7,Passive,No
SUB0406,2023-10-18 00:00:00,2023-10,Podium,19.99,Asia,18,18-24,Organic,No,,Not Churned,14.5,13,289.85,8,Passive,No
SUB0407,2024-06-23 00:00:00,2024-06,Pit Lane,9.99,Europe,38,35-44,Social Media,No,,Not Churned,6.3,5,62.94,6,Detractor,Yes
SUB0408,2024-02-09 00:00:00,2024-02,Pit Lane,9.99,USA,44,35-44,Organic,No,,Not Churned,10.7,9,106.89,7,Passive,Yes
SUB0409,2023-07-29 00:00:00,2023-07,Pit Lane,9.99,USA,28,25-34,Paid Ad,Yes,2023-12-14 00:00:00,Lack of Content,4.5,3,44.96,2,Detractor,No
SUB0410,2023-09-19 00:00:00,2023-09,Podium,19.99,Latin America,31,25-34,Organic,No,,Not Churned,15.4,14,307.85,10,Promoter,No
SUB0411,2024-05-24 00:00:00,2024-05,Podium,19.99,UAE,27,25-34,Paid Ad,No,,Not Churned,7.3,6,145.93,3,Detractor,No
SUB0412,2024-01-25 00:00:00,2024-01,Pit Lane,9.99,Europe,19,18-24,Paid Ad,No,,Not Churned,11.2,10,111.89,6,Detractor,No
SUB0413,2024-07-26 00:00:00,2024-07,Podium,19.99,Europe,29,25-34,Paid Ad,No,,Not Churned,5.2,4,103.95,7,Passive,No
SUB0414,2023-03-15 00:00:00,2023-03,Pit Lane,9.99,Europe,28,25-34,Paid Ad,Yes,2023-05-27 00:00:00,No Time,2.4,1,23.98,5,Detractor,No
SUB0415,2023-01-20 00:00:00,2023-01,Podium,19.99,USA,34,25-34,Organic,No,,Not Churned,23.4,22,467.77,6,Detractor,Yes
SUB0416,2023-11-17 00:00:00,2023-11,Pit Lane,9.99,UAE,28,25-34,Organic,No,,Not Churned,13.5,12,134.86,5,Detractor,No
SUB0417,2024-10-17 00:00:00,2024-10,Podium,19.99,Asia,27,25-34,Referral,No,,Not Churned,2.5,1,49.97,6,Detractor,No
SUB0418,2023-01-22 00:00:00,2023-01,Pit Lane,9.99,Europe,33,25-34,Referral,No,,Not Churned,23.3,22,232.77,7,Passive,Yes
SUB0419,2024-09-24 00:00:00,2024-09,Podium,19.99,Europe,32,25-34,Social Media,No,,Not Churned,3.2,2,63.97,6,Detractor,No
SUB0420,2024-01-06 00:00:00,2024-01,Podium,19.99,UAE,18,18-24,Referral,Yes,2024-03-30 00:00:00,Lack of Content,2.8,1,55.97,5,Detractor,No
SUB0421,2024-03-22 00:00:00,2024-03,Pit Lane,9.99,Europe,35,35-44,Social Media,No,,Not Churned,9.3,8,92.91,6,Detractor,No
SUB0422,2024-02-10 00:00:00,2024-02,Podium,19.99,USA,30,25-34,Referral,No,,Not Churned,10.7,9,213.89,7,Passive,No
SUB0423,2023-08-15 00:00:00,2023-08,Podium,19.99,Middle East,34,25-34,Organic,No,,Not Churned,16.6,15,331.83,8,Passive,No
SUB0424,2024-06-06 00:00:00,2024-06,Pit Lane,9.99,Middle East,21,18-24,Paid Ad,No,,Not Churned,6.8,5,67.93,6,Detractor,No
SUB0425,2023-07-18 00:00:00,2023-07,Pit Lane,9.99,Europe,52,45-54,Paid Ad,No,,Not Churned,17.5,16,174.82,5,Detractor,No
SUB0426,2024-10-22 00:00:00,2024-10,Pit Lane,9.99,Europe,41,35-44,Organic,No,,Not Churned,2.3,1,22.98,4,Detractor,No
SUB0427,2023-05-30 00:00:00,2023-05,Podium,19.99,Asia,45,45-54,Organic,No,,Not Churned,19.1,18,381.81,5,Detractor,No
SUB0428,2023-06-06 00:00:00,2023-06,Pit Lane,9.99,Europe,42,35-44,Social Media,No,,Not Churned,18.9,18,188.81,6,Detractor,No
SUB0429,2023-07-01 00:00:00,2023-07,Podium,19.99,Asia,18,18-24,Social Media,No,,Not Churned,18,17,359.82,5,Detractor,No
SUB0430,2024-04-20 00:00:00,2024-04,Podium,19.99,Europe,39,35-44,Organic,No,,Not Churned,8.4,7,167.92,9,Promoter,No
SUB0431,2024-04-04 00:00:00,2024-04,Pit Lane,9.99,Europe,23,18-24,Referral,No,,Not Churned,8.9,8,88.91,5,Detractor,No
SUB0432,2024-10-20 00:00:00,2024-10,Pit Lane,9.99,USA,26,25-34,Organic,No,,Not Churned,2.4,1,23.98,6,Detractor,No
SUB0433,2024-10-04 00:00:00,2024-10,Pit Lane,9.99,Europe,18,18-24,Organic,Yes,2024-12-01 00:00:00,Too Expensive,1.9,0,18.98,8,Passive,No
SUB0434,2024-04-25 00:00:00,2024-04,Pit Lane,9.99,Latin America,24,18-24,Referral,No,,Not Churned,8.2,7,81.92,7,Passive,No
SUB0435,2023-10-09 00:00:00,2023-10,Pit Lane,9.99,UAE,30,25-34,Organic,No,,Not Churned,14.8,13,147.85,7,Passive,No
SUB0436,2023-03-17 00:00:00,2023-03,Pit Lane,9.99,UAE,28,25-34,Referral,No,,Not Churned,21.5,20,214.78,9,Promoter,No
SUB0437,2023-02-28 00:00:00,2023-02,Pit Lane,9.99,Middle East,30,25-34,Paid Ad,Yes,2024-01-17 00:00:00,Too Expensive,10.6,9,105.89,6,Detractor,No
SUB0438,2024-10-22 00:00:00,2024-10,Paddock Club,39.99,USA,30,25-34,Social Media,No,,Not Churned,2.3,1,91.98,8,Passive,No
SUB0439,2024-09-21 00:00:00,2024-09,Pit Lane,9.99,Europe,32,25-34,Organic,No,,Not Churned,3.3,2,32.97,4,Detractor,No
SUB0440,2024-08-17 00:00:00,2024-08,Podium,19.99,Asia,18,18-24,Social Media,No,,Not Churned,4.5,3,89.96,6,Detractor,No
SUB0441,2023-02-12 00:00:00,2023-02,Pit Lane,9.99,Europe,20,18-24,Paid Ad,No,,Not Churned,22.6,21,225.77,4,Detractor,No
SUB0442,2024-10-29 00:00:00,2024-10,Paddock Club,39.99,USA,22,18-24,Referral,No,,Not Churned,2.1,1,83.98,8,Passive,No
SUB0443,2024-05-28 00:00:00,2024-05,Pit Lane,9.99,USA,33,25-34,Referral,Yes,2024-07-12 00:00:00,No Time,1.5,0,14.98,8,Passive,No
SUB0444,2023-04-16 00:00:00,2023-04,Podium,19.99,USA,27,25-34,Paid Ad,No,,Not Churned,20.5,19,409.79,7,Passive,No
SUB0445,2023-03-28 00:00:00,2023-03,Pit Lane,9.99,USA,33,25-34,Paid Ad,No,,Not Churned,21.2,20,211.79,9,Promoter,Yes
SUB0446,2023-09-11 00:00:00,2023-09,Paddock Club,39.99,Europe,33,25-34,Social Media,No,,Not Churned,15.7,14,627.84,7,Passive,No
SUB0447,2024-06-20 00:00:00,2024-06,Pit Lane,9.99,Asia,30,25-34,Social Media,No,,Not Churned,6.4,5,63.94,4,Detractor,Yes
SUB0448,2024-01-17 00:00:00,2024-01,Paddock Club,39.99,USA,18,18-24,Social Media,No,,Not Churned,11.5,10,459.89,10,Promoter,No
SUB0449,2023-12-13 00:00:00,2023-12,Pit Lane,9.99,Europe,32,25-34,Social Media,No,,Not Churned,12.6,11,125.87,2,Detractor,Yes
SUB0450,2024-10-08 00:00:00,2024-10,Pit Lane,9.99,USA,30,25-34,Social Media,No,,Not Churned,2.8,1,27.97,7,Passive,Yes
SUB0451,2023-04-07 00:00:00,2023-04,Podium,19.99,Asia,40,35-44,Organic,No,,Not Churned,20.8,20,415.79,6,Detractor,No
SUB0452,2023-09-16 00:00:00,2023-09,Paddock Club,39.99,UAE,35,35-44,Social Media,No,,Not Churned,15.5,14,619.84,2,Detractor,No
SUB0453,2024-09-09 00:00:00,2024-09,Podium,19.99,Middle East,46,45-54,Paid Ad,No,,Not Churned,3.7,2,73.96,6,Detractor,No
SUB0454,2024-08-19 00:00:00,2024-08,Podium,19.99,USA,23,18-24,Paid Ad,No,,Not Churned,4.4,3,87.96,4,Detractor,No
SUB0455,2023-11-14 00:00:00,2023-11,Podium,19.99,Europe,26,25-34,Paid Ad,No,,Not Churned,13.6,12,271.86,8,Passive,No
SUB0456,2024-02-06 00:00:00,2024-02,Pit Lane,9.99,Asia,25,25-34,Social Media,Yes,2024-04-19 00:00:00,Found Alternative,2.4,1,23.98,7,Passive,No
SUB0457,2024-07-26 00:00:00,2024-07,Podium,19.99,Asia,35,35-44,Organic,No,,Not Churned,5.2,4,103.95,8,Passive,No
SUB0458,2023-05-11 00:00:00,2023-05,Podium,19.99,UAE,29,25-34,Referral,No,,Not Churned,19.7,19,393.8,5,Detractor,No
SUB0459,2024-06-23 00:00:00,2024-06,Pit Lane,9.99,UAE,31,25-34,Referral,Yes,2024-11-08 00:00:00,Technical Issues,4.5,3,44.96,6,Detractor,No
SUB0460,2024-01-06 00:00:00,2024-01,Paddock Club,39.99,UAE,18,18-24,Social Media,Yes,2024-07-12 00:00:00,Lack of Content,6.2,5,247.94,8,Passive,No
SUB0461,2023-08-08 00:00:00,2023-08,Pit Lane,9.99,USA,29,25-34,Social Media,Yes,2024-10-03 00:00:00,No Time,13.9,13,138.86,6,Detractor,No
SUB0462,2023-07-16 00:00:00,2023-07,Pit Lane,9.99,Europe,24,18-24,Paid Ad,Yes,2023-10-24 00:00:00,Lack of Content,3.3,2,32.97,4,Detractor,No
SUB0463,2023-03-21 00:00:00,2023-03,Podium,19.99,Middle East,28,25-34,Referral,No,,Not Churned,21.4,20,427.79,8,Passive,No
SUB0464,2024-06-03 00:00:00,2024-06,Pit Lane,9.99,Europe,31,25-34,Organic,No,,Not Churned,6.9,6,68.93,6,Detractor,No
SUB0465,2024-06-23 00:00:00,2024-06,Pit Lane,9.99,USA,31,25-34,Paid Ad,Yes,2024-10-17 00:00:00,Technical Issues,3.8,2,37.96,8,Passive,No
SUB0466,2023-05-15 00:00:00,2023-05,Pit Lane,9.99,USA,32,25-34,Organic,No,,Not Churned,19.6,18,195.8,5,Detractor,Yes
SUB0467,2023-07-05 00:00:00,2023-07,Pit Lane,9.99,USA,32,25-34,Social Media,No,,Not Churned,17.9,17,178.82,8,Passive,No
SUB0468,2023-06-19 00:00:00,2023-06,Podium,19.99,Europe,30,25-34,Social Media,No,,Not Churned,18.4,17,367.82,4,Detractor,Yes
SUB0469,2024-01-09 00:00:00,2024-01,Pit Lane,9.99,Europe,25,25-34,Organic,No,,Not Churned,11.7,10,116.88,6,Detractor,No
SUB0470,2024-03-30 00:00:00,2024-03,Pit Lane,9.99,USA,37,35-44,Paid Ad,No,,Not Churned,9.1,8,90.91,4,Detractor,No
SUB0471,2024-04-04 00:00:00,2024-04,Pit Lane,9.99,UAE,36,35-44,Referral,Yes,2024-07-04 00:00:00,Found Alternative,3,2,29.97,5,Detractor,No
SUB0472,2024-04-25 00:00:00,2024-04,Pit Lane,9.99,Asia,37,35-44,Social Media,No,,Not Churned,8.2,7,81.92,6,Detractor,No
SUB0473,2024-11-25 00:00:00,2024-11,Pit Lane,9.99,Latin America,30,25-34,Paid Ad,No,,Not Churned,1.2,0,11.99,10,Promoter,No
SUB0474,2024-04-17 00:00:00,2024-04,Pit Lane,9.99,USA,38,35-44,Organic,No,,Not Churned,8.5,7,84.92,8,Passive,No
SUB0475,2024-05-29 00:00:00,2024-05,Paddock Club,39.99,Asia,22,18-24,Social Media,No,,Not Churned,7.1,6,283.93,9,Promoter,No
SUB0476,2023-07-24 00:00:00,2023-07,Pit Lane,9.99,Asia,29,25-34,Organic,No,,Not Churned,17.3,16,172.83,5,Detractor,Yes
SUB0477,2023-09-14 00:00:00,2023-09,Paddock Club,39.99,USA,19,18-24,Referral,Yes,2024-06-16 00:00:00,Found Alternative,9.1,8,363.91,7,Passive,No
SUB0478,2024-07-21 00:00:00,2024-07,Pit Lane,9.99,Europe,27,25-34,Paid Ad,No,,Not Churned,5.4,4,53.95,9,Promoter,No
SUB0479,2024-06-12 00:00:00,2024-06,Podium,19.99,Asia,28,25-34,Paid Ad,No,,Not Churned,6.6,5,131.93,10,Promoter,No
SUB0480,2023-06-14 00:00:00,2023-06,Paddock Club,39.99,Europe,18,18-24,Organic,No,,Not Churned,18.6,17,743.81,9,Promoter,No
SUB0481,2023-05-31 00:00:00,2023-05,Pit Lane,9.99,USA,39,35-44,Organic,No,,Not Churned,19.1,18,190.81,4,Detractor,Yes
SUB0482,2023-08-16 00:00:00,2023-08,Pit Lane,9.99,USA,28,25-34,Paid Ad,No,,Not Churned,16.5,15,164.84,7,Passive,No
SUB0483,2023-01-28 00:00:00,2023-01,Pit Lane,9.99,UAE,18,18-24,Paid Ad,Yes,2024-04-07 00:00:00,Technical Issues,14.3,13,142.86,6,Detractor,No
SUB0484,2024-01-18 00:00:00,2024-01,Podium,19.99,UAE,29,25-34,Referral,No,,Not Churned,11.4,10,227.89,5,Detractor,No
SUB0485,2024-01-19 00:00:00,2024-01,Pit Lane,9.99,Europe,30,25-34,Organic,Yes,2024-07-30 00:00:00,Too Expensive,6.3,5,62.94,6,Detractor,No
SUB0486,2024-10-27 00:00:00,2024-10,Pit Lane,9.99,Latin America,21,18-24,Organic,Yes,2024-12-05 00:00:00,Lack of Content,1.3,0,12.99,8,Passive,No
SUB0487,2023-02-09 00:00:00,2023-02,Podium,19.99,Asia,29,25-34,Organic,No,,Not Churned,22.7,22,453.77,7,Passive,No
SUB0488,2023-05-23 00:00:00,2023-05,Pit Lane,9.99,UAE,31,25-34,Paid Ad,No,,Not Churned,19.3,18,192.81,9,Promoter,No
SUB0489,2024-09-22 00:00:00,2024-09,Pit Lane,9.99,Europe,38,35-44,Paid Ad,Yes,2024-11-01 00:00:00,Too Expensive,1.3,0,12.99,4,Detractor,No
SUB0490,2023-09-20 00:00:00,2023-09,Paddock Club,39.99,Asia,32,25-34,Paid Ad,Yes,2024-01-04 00:00:00,Technical Issues,3.5,2,139.96,8,Passive,No
SUB0491,2024-09-15 00:00:00,2024-09,Podium,19.99,USA,27,25-34,Referral,No,,Not Churned,3.5,2,69.96,6,Detractor,No
SUB0492,2023-10-23 00:00:00,2023-10,Pit Lane,9.99,Europe,29,25-34,Referral,Yes,2024-01-23 00:00:00,Too Expensive,3,2,29.97,9,Promoter,No
SUB0493,2023-09-02 00:00:00,2023-09,Pit Lane,9.99,Latin America,35,35-44,Social Media,No,,Not Churned,16,15,159.84,6,Detractor,No
SUB0494,2024-04-13 00:00:00,2024-04,Pit Lane,9.99,Europe,27,25-34,Paid Ad,Yes,2024-12-13 00:00:00,No Time,8,7,79.92,5,Detractor,No
SUB0495,2024-09-03 00:00:00,2024-09,Podium,19.99,Asia,33,25-34,Organic,No,,Not Churned,3.9,2,77.96,6,Detractor,No
SUB0496,2024-08-11 00:00:00,2024-08,Podium,19.99,Europe,24,18-24,Organic,Yes,2024-09-28 00:00:00,Found Alternative,1.6,0,31.98,4,Detractor,No
SUB0497,2024-03-15 00:00:00,2024-03,Paddock Club,39.99,Europe,33,25-34,Referral,Yes,2024-10-11 00:00:00,Lack of Content,6.9,6,275.93,9,Promoter,No
SUB0498,2024-08-07 00:00:00,2024-08,Pit Lane,9.99,Europe,24,18-24,Paid Ad,Yes,2024-11-30 00:00:00,Too Expensive,3.8,2,37.96,10,Promoter,No
SUB0499,2024-06-20 00:00:00,2024-06,Pit Lane,9.99,Latin America,31,25-34,Organic,No,,Not Churned,6.4,5,63.94,3,Detractor,Yes
SUB0500,2024-06-22 00:00:00,2024-06,Podium,19.99,UAE,29,25-34,Paid Ad,No,,Not Churned,6.3,5,125.94,9,Promoter,No
SUB0501,2024-06-03 00:00:00,2024-06,Podium,19.99,Europe,29,25-34,Paid Ad,No,,Not Churned,6.9,6,137.93,4,Detractor,No
SUB0502,2024-04-26 00:00:00,2024-04,Pit Lane,9.99,UAE,27,25-34,Social Media,Yes,2024-09-02 00:00:00,Found Alternative,4.2,3,41.96,7,Passive,No
SUB0503,2023-09-17 00:00:00,2023-09,Paddock Club,39.99,Europe,31,25-34,Social Media,No,,Not Churned,15.5,14,619.84,8,Passive,No
SUB0504,2023-03-11 00:00:00,2023-03,Pit Lane,9.99,Europe,32,25-34,Organic,Yes,2023-07-25 00:00:00,Technical Issues,4.5,3,44.96,5,Detractor,No
SUB0505,2023-12-07 00:00:00,2023-12,Paddock Club,39.99,Europe,31,25-34,Social Media,Yes,2024-07-04 00:00:00,Technical Issues,6.9,6,275.93,9,Promoter,No
SUB0506,2023-12-13 00:00:00,2023-12,Paddock Club,39.99,Asia,45,45-54,Paid Ad,No,,Not Churned,12.6,11,503.87,7,Passive,No
SUB0507,2024-04-20 00:00:00,2024-04,Pit Lane,9.99,USA,32,25-34,Organic,No,,Not Churned,8.4,7,83.92,4,Detractor,No
SUB0508,2023-07-06 00:00:00,2023-07,Podium,19.99,USA,20,18-24,Paid Ad,No,,Not Churned,17.9,17,357.82,8,Passive,Yes
SUB0509,2024-04-13 00:00:00,2024-04,Pit Lane,9.99,Asia,29,25-34,Organic,Yes,2024-07-03 00:00:00,Too Expensive,2.7,1,26.97,4,Detractor,No
